id,sex,married,employment,income,digital1
165040,F,0,student,13126.0,0.63
165041,M,0,student,4359.0,0.883
165042,M,1,employed,20818.0,0.176
165043,F,1,employed,31981.0,0.319
165044,F,0,student,2338.0,0.356
165045,F,1,employed,13632.0,0.095
165046,M,1,employed,21456.0,0.638
165047,M,0,employed,15113.0,0.432
165048,F,1,employed,72506.0,0.052
165049,M,1,unemployed,23871.0,0.295
165050,M,1,employed,102785.0,0.47
165051,M,1,employed,20023.0,0.703
165052,F,1,employed,17051.0,0.426
165053,M,0,unemployed,23535.0,0.671
165054,F,0,retired,33072.0,0.037
165055,F,1,retired,29869.0,0.12
165056,M,1,employed,39678.0,0.606
165057,F,1,retired,15534.0,0.168
165058,F,0,retired,28322.0,0.107
165059,M,1,unemployed,23003.0,0.504
165060,M,1,employed,20412.0,0.348
165061,M,0,student,20403.0,0.697
165062,F,0,employed,21346.0,0.5
165063,M,1,unemployed,22368.0,0.656
165064,M,1,unemployed,30068.0,0.37
165065,M,0,employed,35549.0,0.432
165066,F,1,employed,29296.0,0.525
165067,M,0,employed,50454.0,0.52
165068,F,1,employed,136098.0,0.495
165069,F,1,employed,11484.0,0.367
165070,M,1,employed,17310.0,0.259
165071,M,1,employed,60237.0,0.606
165072,F,1,employed,45030.0,0.475
165073,M,0,student,7697.0,0.06
165074,M,0,student,10689.0,0.669
165075,M,1,employed,17815.0,0.516
165076,F,0,employed,76778.0,0.093
165077,F,1,unemployed,20429.0,0.309
165078,M,1,employed,108065.0,0.489
165079,F,1,student,4866.0,0.782
165080,F,1,retired,25770.0,0.022
165081,F,1,employed,13394.0,0.613
165082,M,1,unemployed,0.0,0.557
165083,F,1,retired,11010.0,0.025
165084,F,1,employed,36061.0,0.136
165085,M,1,employed,456796.0,0.46
165086,M,1,employed,52271.0,0.62
165087,M,1,employed,33818.0,0.355
165088,F,0,retired,12374.0,0.252
165089,M,1,unemployed,22771.0,0.066
165090,M,1,employed,33354.0,0.274
165091,M,0,employed,30559.0,0.329
165092,F,1,employed,19962.0,0.463
165093,M,1,employed,38205.0,0.357
165094,M,1,employed,21452.0,0.125
165095,M,1,employed,33907.0,0.369
165096,F,1,employed,38672.0,0.341
165097,M,1,employed,36099.0,0.512
165098,M,1,employed,22727.0,0.326
165099,F,1,retired,36724.0,0.132
165100,F,0,student,0.0,0.807
165101,F,1,unemployed,21404.0,0.201
165102,M,1,retired,15632.0,0.034
165103,F,1,retired,14262.0,0.118
165104,F,1,employed,42462.0,0.465
165105,M,1,retired,44468.0,0.255
165106,M,1,unemployed,0.0,0.511
165107,M,1,employed,105340.0,0.24
165108,M,1,unemployed,25451.0,0.21
165109,F,1,unemployed,23373.0,0.22
165110,M,0,employed,26771.0,0.145
165111,M,1,employed,23739.0,0.648
165112,M,1,employed,47082.0,0.621
165113,F,1,employed,14538.0,0.441
165114,M,1,employed,60463.0,0.343
165115,M,0,student,0.0,0.859
165116,F,1,employed,32709.0,0.131
165117,M,0,employed,22748.0,0.173
165118,F,1,employed,32444.0,0.226
165119,M,1,employed,21482.0,0.605
165120,M,0,student,0.0,0.684
165121,F,0,employed,65794.0,0.265
165122,M,1,employed,23914.0,0.638
165123,F,1,employed,27224.0,0.466
165124,M,1,retired,21325.0,0.169
165125,F,1,unemployed,20662.0,0.548
165126,F,1,employed,46604.0,0.379
165127,F,0,employed,16769.0,0.196
165128,F,1,unemployed,24995.0,0.261
165129,M,1,employed,42588.0,0.376
165130,F,1,employed,16056.0,0.29
165131,M,1,student,10530.0,0.862
165132,M,1,unemployed,23467.0,0.544
165133,M,0,employed,20679.0,0.269
165134,F,1,employed,54214.0,0.517
165135,M,1,employed,35071.0,0.382
165136,M,1,employed,28470.0,0.148
165137,M,1,employed,23145.0,0.505
165138,M,0,employed,18287.0,0.445
165139,M,1,employed,34493.0,0.355
165140,M,0,student,19607.0,0.747
165141,M,1,retired,28033.0,0.248
165142,F,1,employed,44246.0,0.411
165143,F,1,unemployed,20370.0,0.145
165144,M,0,student,3632.0,0.234
165145,F,0,employed,24665.0,0.147
165146,F,1,employed,45382.0,0.35
165147,F,1,retired,26246.0,0.015
165148,F,1,employed,29354.0,0.387
165149,F,1,employed,19580.0,0.383
165150,F,1,employed,18318.0,0.39
165151,M,1,unemployed,26580.0,0.545
165152,F,1,unemployed,0.0,0.046
165153,F,0,employed,38104.0,0.149
165154,F,0,student,0.0,0.517
165155,M,0,employed,34282.0,0.541
165156,M,0,student,0.0,0.306
165157,F,1,retired,11910.0,0.014
165158,M,1,employed,21640.0,0.318
165159,F,1,unemployed,19479.0,0.503
165160,M,0,employed,50593.0,0.326
165161,F,1,employed,25392.0,0.265
165162,F,1,employed,17067.0,0.662
165163,M,0,employed,29148.0,0.352
165164,F,0,employed,23353.0,0.194
165165,F,1,employed,43176.0,0.518
165166,F,1,unemployed,22728.0,0.19
165167,M,1,employed,28947.0,0.597
165168,F,1,unemployed,25205.0,0.279
165169,M,1,employed,92361.0,0.464
165170,M,1,employed,28415.0,0.368
165171,M,1,employed,24474.0,0.183
165172,F,0,employed,26373.0,0.113
165173,M,1,employed,29448.0,0.657
165174,F,1,employed,11794.0,0.182
165175,F,1,retired,20918.0,0.169
165176,M,0,student,6183.0,0.478
165177,M,1,employed,20610.0,0.346
165178,M,1,employed,24928.0,0.425
165179,F,0,student,12328.0,0.751
165180,F,1,retired,34445.0,0.217
165181,F,1,employed,27634.0,0.529
165182,M,1,employed,30403.0,0.568
165183,M,1,employed,27010.0,0.4
165184,F,0,employed,26208.0,0.073
165185,F,1,employed,16816.0,0.022
165186,F,1,unemployed,21762.0,0.281
165187,M,1,employed,10856.0,0.415
165188,F,0,employed,32427.0,0.094
165189,F,1,employed,23325.0,0.638
165190,M,0,student,0.0,0.621
165191,M,1,unemployed,26111.0,0.511
165192,M,1,employed,113096.0,0.108
165193,M,1,employed,40072.0,0.422
165194,M,1,retired,31110.0,0.07
165195,F,1,student,18386.0,0.474
165196,M,0,student,5296.0,0.668
165197,M,0,student,3818.0,0.456
165198,F,1,unemployed,22705.0,0.501
165199,M,1,employed,15802.0,0.637
165200,M,1,retired,28152.0,0.131
165201,M,0,employed,22661.0,0.559
165202,F,1,employed,15676.0,0.244
165203,M,1,retired,34478.0,0.195
165204,F,1,retired,17549.0,0.137
165205,F,0,employed,34363.0,0.069
165206,M,1,employed,26574.0,0.472
165207,M,1,employed,31638.0,0.668
165208,M,1,employed,21311.0,0.438
165209,M,1,student,4431.0,0.714
165210,M,1,employed,42855.0,0.498
165211,F,1,employed,21551.0,0.443
165212,F,0,unemployed,23013.0,0.511
165213,F,0,employed,42541.0,0.203
165214,M,0,student,11004.0,0.282
165215,M,1,employed,55204.0,0.502
165216,F,0,student,20425.0,0.34
165217,M,0,student,20085.0,0.767
165218,F,1,unemployed,22792.0,0.141
165219,M,1,retired,32580.0,0.082
165220,M,0,employed,22538.0,0.265
165221,M,0,employed,19906.0,0.14
165222,M,0,employed,41567.0,0.662
165223,M,1,employed,42958.0,0.475
165224,M,1,employed,32147.0,0.524
165225,M,0,student,5818.0,0.599
165226,M,0,employed,21000.0,0.321
165227,M,1,employed,23147.0,0.467
165228,F,1,employed,19427.0,0.297
165229,M,1,employed,29181.0,0.098
165230,M,1,employed,32675.0,0.502
165231,F,1,unemployed,21115.0,0.294
165232,M,0,unemployed,28621.0,0.399
165233,M,0,retired,29285.0,0.121
165234,F,0,student,11136.0,0.361
165235,M,0,student,15820.0,0.849
165236,F,1,employed,20150.0,0.095
165237,F,0,unemployed,24564.0,0.228
165238,F,1,employed,56767.0,0.041
165239,M,1,employed,216689.0,0.565
165240,F,0,employed,24175.0,0.242
165241,M,0,student,14501.0,0.126
165242,F,0,employed,18519.0,0.476
165243,M,1,employed,98166.0,0.656
165244,F,1,retired,16445.0,0.151
165245,F,1,employed,110263.0,0.402
165246,M,1,employed,30582.0,0.464
165247,F,1,unemployed,21584.0,0.123
165248,F,1,employed,17435.0,0.576
165249,F,1,employed,23232.0,0.243
165250,M,1,retired,47777.0,0.255
165251,M,1,employed,28850.0,0.086
165252,F,1,employed,20069.0,0.435
165253,F,1,unemployed,23299.0,0.347
165254,F,1,employed,23659.0,0.259
165255,M,1,employed,21616.0,0.183
165256,M,0,employed,26819.0,0.193
165257,M,0,student,2126.0,0.8
165258,F,1,employed,29929.0,0.52
165259,F,1,unemployed,0.0,0.646
165260,M,1,employed,29948.0,0.247
165261,M,1,employed,22161.0,0.077
165262,M,0,employed,30218.0,0.146
165263,F,1,employed,8471.0,0.377
165264,M,0,student,7777.0,0.78
165265,M,0,employed,47549.0,0.639
165266,F,1,employed,18647.0,0.341
165267,F,0,student,5796.0,0.702
165268,F,1,employed,32656.0,0.106
165269,F,1,unemployed,23415.0,0.139
165270,F,1,unemployed,21106.0,0.632
165271,F,1,employed,31501.0,0.464
165272,M,0,unemployed,22096.0,0.176
165273,M,0,student,16655.0,0.821
165274,F,0,student,10535.0,0.234
165275,M,1,employed,19826.0,0.485
165276,M,1,employed,52200.0,0.103
165277,M,1,employed,22552.0,0.15
165278,F,1,employed,78291.0,0.546
165279,M,1,employed,25755.0,0.575
165280,M,1,retired,46612.0,0.213
165281,M,1,employed,27656.0,0.448
165282,F,1,employed,16262.0,0.279
165283,M,1,employed,90879.0,0.201
165284,F,1,unemployed,26407.0,0.147
165285,F,1,employed,793039.0,0.599
165286,F,0,retired,19900.0,0.233
165287,M,1,employed,30247.0,0.249
165288,M,1,employed,47366.0,0.442
165289,F,0,student,14831.0,0.388
165290,M,0,employed,23830.0,0.199
165291,F,1,employed,10130.0,0.511
165292,M,0,employed,20697.0,0.297
165293,F,1,employed,414074.0,0.179
165294,F,0,unemployed,23146.0,0.344
165295,M,0,student,2180.0,0.716
165296,M,1,unemployed,0.0,0.188
165297,M,0,student,8716.0,0.76
165298,F,1,retired,21616.0,0.289
165299,M,0,employed,87534.0,0.397
165300,F,1,employed,28838.0,0.44
165301,F,1,unemployed,21063.0,0.001
165302,M,1,employed,54961.0,0.191
165303,M,0,student,0.0,0.839
165304,F,1,student,8762.0,0.051
165305,M,1,unemployed,23797.0,0.276
165306,M,0,retired,35525.0,0.018
165307,F,0,student,0.0,0.325
165308,M,1,employed,34404.0,0.511
165309,M,0,student,0.0,0.46
165310,M,1,employed,155950.0,0.581
165311,M,1,unemployed,24127.0,0.492
165312,F,1,unemployed,20064.0,0.455
165313,M,1,unemployed,21729.0,0.58
165314,F,1,employed,47221.0,0.659
165315,M,1,employed,20533.0,0.437
165316,M,0,unemployed,27210.0,0.22
165317,M,1,employed,70586.0,0.28
165318,F,1,unemployed,18146.0,0.503
165319,M,0,employed,22889.0,0.067
165320,F,1,employed,27776.0,0.485
165321,M,1,employed,1000000.0,0.483
165322,F,1,unemployed,23161.0,0.453
165323,M,1,student,5945.0,0.783
165324,F,1,employed,64484.0,0.222
165325,M,1,employed,14227.0,0.532
165326,F,0,retired,33394.0,0.088
165327,F,1,employed,16335.0,0.465
165328,M,0,employed,1000000.0,0.153
165329,M,1,unemployed,26165.0,0.187
165330,M,1,employed,15022.0,0.01
165331,F,1,employed,11743.0,0.314
165332,F,0,unemployed,21136.0,0.484
165333,F,0,employed,28441.0,0.57
165334,F,1,unemployed,23905.0,0.43
165335,M,0,student,12524.0,0.369
165336,F,1,employed,26861.0,0.257
165337,M,1,employed,54303.0,0.257
165338,F,1,employed,42550.0,0.382
165339,F,1,employed,19558.0,0.162
165340,M,1,employed,29041.0,0.531
165341,F,1,employed,30119.0,0.303
165342,F,0,student,9626.0,0.324
165343,F,1,employed,12538.0,0.555
165344,M,1,employed,33715.0,0.517
165345,F,0,retired,22309.0,0.174
165346,F,0,student,0.0,0.095
165347,F,0,retired,14388.0,0.205
165348,M,1,unemployed,19265.0,0.135
165349,F,0,unemployed,17994.0,0.411
165350,F,0,student,0.0,0.839
165351,M,0,employed,48704.0,0.472
165352,M,0,student,5378.0,0.413
165353,M,1,employed,126810.0,0.051
165354,M,1,retired,19250.0,0.139
165355,F,0,employed,29972.0,0.483
165356,M,0,employed,32081.0,0.269
165357,F,0,retired,35915.0,0.226
165358,M,1,employed,26939.0,0.435
165359,M,1,employed,65275.0,0.116
165360,M,1,employed,40944.0,0.576
165361,M,1,employed,28106.0,0.288
165362,F,1,unemployed,20380.0,0.087
165363,M,1,unemployed,23552.0,0.432
165364,M,1,student,8159.0,0.062
165365,M,0,unemployed,0.0,0.083
165366,F,1,employed,15683.0,0.567
165367,F,1,employed,295251.0,0.377
165368,M,0,retired,20463.0,0.065
165369,M,1,employed,99651.0,0.21
165370,M,0,retired,72007.0,0.017
165371,M,0,student,11566.0,0.912
165372,F,1,employed,20539.0,0.433
165373,F,0,retired,19036.0,0.182
165374,M,1,retired,15427.0,0.087
165375,M,0,student,14693.0,0.759
165376,M,0,employed,20555.0,0.282
165377,F,0,retired,29477.0,0.219
165378,F,1,unemployed,28228.0,0.203
165379,F,0,student,23605.0,0.791
165380,F,1,employed,20907.0,0.152
165381,M,1,employed,23577.0,0.482
165382,M,1,employed,34508.0,0.127
165383,F,0,employed,28683.0,0.037
165384,F,1,student,3556.0,0.043
165385,F,1,employed,41895.0,0.491
165386,M,1,employed,100442.0,0.681
165387,F,1,employed,38593.0,0.6
165388,M,0,employed,40548.0,0.411
165389,M,1,employed,31390.0,0.327
165390,M,0,employed,39705.0,0.568
165391,M,0,employed,32593.0,0.36
165392,M,1,employed,38267.0,0.581
165393,M,0,student,15825.0,0.873
165394,M,1,employed,27004.0,0.585
165395,F,1,unemployed,25303.0,0.398
165396,F,1,unemployed,22137.0,0.306
165397,F,1,employed,30257.0,0.221
165398,F,1,unemployed,22849.0,0.236
165399,M,1,employed,16172.0,0.267
165400,M,0,student,0.0,0.167
165401,M,1,employed,28552.0,0.423
165402,F,1,employed,14108.0,0.611
165403,F,1,employed,41326.0,0.296
165404,M,0,employed,34950.0,0.297
165405,M,1,employed,36009.0,0.611
165406,F,1,employed,45594.0,0.282
165407,M,1,employed,25950.0,0.223
165408,F,1,unemployed,24698.0,0.182
165409,M,0,employed,35442.0,0.315
165410,M,0,retired,24993.0,0.213
165411,M,1,employed,50468.0,0.573
165412,M,1,employed,26701.0,0.236
165413,F,0,student,5243.0,0.796
165414,F,1,employed,93515.0,0.464
165415,M,1,employed,90622.0,0.47
165416,M,1,employed,177388.0,0.328
165417,M,1,employed,28187.0,0.411
165418,M,1,unemployed,23533.0,0.458
165419,F,1,retired,28060.0,0.256
165420,F,1,retired,12943.0,0.285
165421,F,1,employed,23964.0,0.48
165422,F,1,employed,24858.0,0.134
165423,M,0,student,0.0,0.69
165424,M,0,unemployed,25287.0,0.539
165425,F,0,employed,19199.0,0.329
165426,M,1,employed,26909.0,0.251
165427,F,1,employed,26186.0,0.176
165428,M,0,employed,41992.0,0.336
165429,M,0,employed,38226.0,0.417
165430,F,1,employed,42199.0,0.226
165431,M,0,employed,56550.0,0.177
165432,F,0,student,0.0,0.399
165433,M,1,student,22909.0,0.773
165434,F,1,unemployed,24212.0,0.372
165435,F,1,employed,41553.0,0.635
165436,F,1,employed,26058.0,0.358
165437,F,0,unemployed,20653.0,0.011
165438,M,1,employed,41269.0,0.315
165439,M,0,retired,35470.0,0.049
165440,M,0,student,0.0,0.154
165441,M,0,employed,24970.0,0.304
165442,F,1,retired,37136.0,0.179
165443,F,1,employed,23979.0,0.345
165444,F,0,student,10756.0,0.623
165445,M,1,retired,20680.0,0.056
165446,M,1,employed,30652.0,0.086
165447,M,0,student,11541.0,0.598
165448,F,1,employed,18161.0,0.161
165449,F,0,retired,23846.0,0.215
165450,M,0,employed,979903.0,0.498
165451,M,0,student,695.0,0.225
165452,F,0,retired,27537.0,0.071
165453,F,0,employed,38214.0,0.538
165454,M,1,unemployed,23860.0,0.124
165455,M,1,employed,44364.0,0.518
165456,M,0,employed,28331.0,0.157
165457,F,1,employed,28209.0,0.561
165458,M,1,unemployed,26767.0,0.169
165459,F,0,student,6812.0,0.885
165460,M,1,unemployed,23596.0,0.104
165461,M,1,unemployed,20483.0,0.466
165462,F,0,employed,28485.0,0.558
165463,M,1,unemployed,25566.0,0.63
165464,M,1,employed,26265.0,0.333
165465,M,1,employed,40266.0,0.276
165466,M,0,employed,16894.0,0.218
165467,F,1,employed,26448.0,0.544
165468,M,0,student,4867.0,0.297
165469,M,1,student,3573.0,0.293
165470,F,1,unemployed,25531.0,0.523
165471,F,1,employed,40964.0,0.627
165472,F,1,retired,33896.0,0.193
165473,M,1,employed,12333.0,0.276
165474,F,0,student,3831.0,0.107
165475,F,1,employed,18786.0,0.322
165476,M,1,unemployed,27341.0,0.038
165477,F,1,employed,93190.0,0.045
165478,F,0,employed,246129.0,0.037
165479,F,1,employed,197494.0,0.448
165480,M,0,student,0.0,0.789
165481,M,0,student,6839.0,0.24
165482,M,1,employed,31381.0,0.251
165483,M,0,employed,34354.0,0.687
165484,M,0,employed,185145.0,0.425
165485,F,1,employed,22451.0,0.494
165486,F,0,student,15257.0,0.413
165487,F,0,retired,39086.0,0.056
165488,F,1,retired,34081.0,0.094
165489,F,1,unemployed,22072.0,0.614
165490,F,0,unemployed,22933.0,0.438
165491,M,0,employed,28942.0,0.37
165492,F,1,employed,11574.0,0.335
165493,F,1,employed,37987.0,0.306
165494,F,0,retired,31341.0,0.156
165495,F,1,retired,12980.0,0.021
165496,M,1,employed,25890.0,0.209
165497,F,0,student,10898.0,0.492
165498,F,0,student,0.0,0.305
165499,M,0,student,2090.0,0.557
165500,F,1,retired,37369.0,0.071
165501,F,0,employed,27463.0,0.605
165502,F,0,employed,51769.0,0.698
165503,F,0,employed,48125.0,0.117
165504,F,1,employed,26039.0,0.535
165505,M,1,employed,64180.0,0.148
165506,M,0,employed,22203.0,0.554
165507,F,0,student,12066.0,0.735
165508,F,1,employed,17428.0,0.547
165509,M,1,unemployed,24574.0,0.586
165510,M,1,employed,40422.0,0.217
165511,F,1,unemployed,23558.0,0.433
165512,M,1,employed,45747.0,0.539
165513,F,0,student,11398.0,0.899
165514,F,0,employed,37348.0,0.563
165515,M,1,employed,31364.0,0.203
165516,F,1,employed,36586.0,0.367
165517,F,0,student,0.0,0.773
165518,F,1,employed,24327.0,0.379
165519,M,1,retired,21110.0,0.12
165520,M,1,employed,34232.0,0.385
165521,M,0,unemployed,28656.0,0.278
165522,F,1,employed,23471.0,0.235
165523,F,0,student,6884.0,0.628
165524,M,1,employed,25619.0,0.561
165525,F,1,employed,25267.0,0.117
165526,F,0,employed,30630.0,0.127
165527,F,1,employed,18439.0,0.447
165528,M,1,employed,19974.0,0.332
165529,M,1,employed,43909.0,0.31
165530,M,1,retired,44344.0,0.155
165531,F,1,unemployed,23667.0,0.522
165532,M,1,employed,29621.0,0.511
165533,M,1,employed,28930.0,0.104
165534,M,0,employed,11950.0,0.585
165535,M,1,employed,55096.0,0.267
165536,M,1,employed,22462.0,0.496
165537,F,0,student,6447.0,0.342
165538,F,0,employed,58489.0,0.268
165539,M,1,employed,43615.0,0.161
165540,M,0,retired,19522.0,0.005
165541,M,1,student,9354.0,0.939
165542,M,1,retired,27936.0,0.038
165543,F,1,unemployed,18220.0,0.222
165544,F,0,student,15081.0,0.587
165545,F,1,employed,17046.0,0.287
165546,F,0,retired,39001.0,0.111
165547,M,1,student,0.0,0.74
165548,F,1,employed,34031.0,0.489
165549,F,1,employed,32376.0,0.331
165550,M,1,retired,48797.0,0.144
165551,M,1,employed,24430.0,0.328
165552,M,1,employed,32465.0,0.396
165553,M,1,retired,52787.0,0.133
165554,M,1,employed,28663.0,0.351
165555,M,1,employed,103567.0,0.586
165556,M,1,employed,87720.0,0.734
165557,M,0,employed,35399.0,0.604
165558,F,1,unemployed,23331.0,0.46
165559,M,1,employed,93548.0,0.397
165560,M,0,employed,30410.0,0.593
165561,M,1,employed,61120.0,0.027
165562,F,1,retired,11022.0,0.186
165563,M,1,employed,23077.0,0.553
165564,F,1,employed,119439.0,0.429
165565,F,1,employed,19288.0,0.52
165566,M,1,retired,32164.0,0.12
165567,M,1,retired,53838.0,0.008
165568,F,1,employed,22043.0,0.557
165569,F,0,student,0.0,0.37
165570,M,0,employed,35737.0,0.068
165571,M,1,employed,81833.0,0.154
165572,F,0,student,4430.0,0.292
165573,M,1,unemployed,24787.0,0.611
165574,M,1,employed,46668.0,0.428
165575,F,0,student,0.0,0.297
165576,F,0,employed,15749.0,0.562
165577,M,1,employed,20696.0,0.415
165578,M,0,employed,21961.0,0.612
165579,M,0,employed,17341.0,0.485
165580,F,0,student,15418.0,0.441
165581,F,1,employed,88723.0,0.13
165582,F,0,student,0.0,0.393
165583,M,1,employed,41127.0,0.2
165584,M,1,unemployed,0.0,0.427
165585,M,1,unemployed,26759.0,0.181
165586,F,0,employed,64233.0,0.384
165587,M,1,employed,39402.0,0.509
165588,F,1,employed,41217.0,0.419
165589,M,0,retired,81812.0,0.056
165590,M,0,student,9423.0,0.613
165591,F,0,employed,23651.0,0.233
165592,M,0,student,18520.0,0.302
165593,F,0,student,7486.0,0.939
165594,M,1,employed,32492.0,0.58
165595,M,1,employed,23095.0,0.55
165596,F,1,employed,30143.0,0.28
165597,M,0,employed,25905.0,0.417
165598,M,1,employed,78515.0,0.42
165599,F,1,unemployed,22273.0,0.616
165600,M,1,unemployed,0.0,0.448
165601,M,1,employed,29453.0,0.647
165602,F,1,retired,24174.0,0.2
165603,M,0,employed,56046.0,0.363
165604,F,0,student,7089.0,0.581
165605,M,1,unemployed,25929.0,0.652
165606,M,0,student,18927.0,0.789
165607,M,1,retired,31574.0,0.115
165608,M,0,employed,76468.0,0.384
165609,M,1,employed,28545.0,0.565
165610,F,1,unemployed,18133.0,0.036
165611,M,0,student,11971.0,0.92
165612,F,1,employed,27239.0,0.484
165613,F,1,retired,20365.0,0.01
165614,M,1,employed,22730.0,0.094
165615,F,1,employed,19947.0,0.228
165616,M,0,employed,24933.0,0.207
165617,F,0,student,0.0,0.169
165618,M,0,employed,173987.0,0.598
165619,F,1,employed,20569.0,0.327
165620,M,0,unemployed,23645.0,0.62
165621,M,0,employed,25082.0,0.193
165622,M,1,unemployed,25665.0,0.488
165623,F,1,employed,20063.0,0.52
165624,F,0,unemployed,23045.0,0.325
165625,F,1,unemployed,24279.0,0.24
165626,F,1,employed,17070.0,0.427
165627,M,0,unemployed,0.0,0.136
165628,M,1,employed,28714.0,0.147
165629,F,0,retired,31923.0,0.11
165630,F,0,employed,21017.0,0.258
165631,F,1,employed,35562.0,0.306
165632,M,0,student,0.0,0.805
165633,M,1,employed,37746.0,0.422
165634,M,1,employed,21105.0,0.221
165635,M,1,employed,49640.0,0.494
165636,M,0,retired,49150.0,0.138
165637,F,0,student,0.0,0.786
165638,F,0,employed,56207.0,0.607
165639,M,1,employed,57593.0,0.511
165640,F,0,employed,29600.0,0.159
165641,M,1,employed,64574.0,0.386
165642,M,1,unemployed,20303.0,0.0
165643,M,1,employed,29302.0,0.437
165644,M,0,retired,21793.0,0.202
165645,M,1,employed,17467.0,0.198
165646,F,1,unemployed,21760.0,0.078
165647,F,1,retired,34812.0,0.079
165648,M,1,unemployed,0.0,0.434
165649,F,0,employed,19149.0,0.206
165650,F,0,student,241.0,0.537
165651,M,1,employed,118573.0,0.46
165652,F,1,employed,20128.0,0.384
165653,M,1,retired,16045.0,0.209
165654,F,1,unemployed,0.0,0.443
165655,M,1,employed,30887.0,0.284
165656,M,1,employed,31577.0,0.654
165657,F,0,employed,22139.0,0.192
165658,M,0,student,12301.0,0.764
165659,M,1,employed,28925.0,0.699
165660,F,1,employed,44239.0,0.659
165661,F,1,employed,16698.0,0.497
165662,M,1,unemployed,0.0,0.607
165663,M,0,employed,45101.0,0.209
165664,M,0,unemployed,28360.0,0.194
165665,F,1,employed,18622.0,0.353
165666,M,1,employed,52499.0,0.175
165667,F,0,student,21944.0,0.189
165668,F,0,student,13759.0,0.227
165669,F,1,unemployed,27594.0,0.563
165670,F,1,employed,51660.0,0.045
165671,M,1,employed,27058.0,0.473
165672,M,0,student,15804.0,0.821
165673,F,0,student,0.0,0.03
165674,M,0,employed,45406.0,0.322
165675,F,1,employed,45680.0,0.2
165676,F,0,student,0.0,0.272
165677,M,0,student,0.0,0.299
165678,M,1,employed,25607.0,0.384
165679,M,1,unemployed,25053.0,0.228
165680,M,1,unemployed,0.0,0.291
165681,M,1,employed,23376.0,0.242
165682,F,0,employed,36143.0,0.47
165683,M,1,unemployed,27004.0,0.614
165684,F,1,employed,44181.0,0.486
165685,M,1,employed,15059.0,0.334
165686,M,1,employed,20325.0,0.57
165687,F,0,student,18304.0,0.345
165688,M,1,employed,49059.0,0.23
165689,F,1,retired,12973.0,0.196
165690,M,1,employed,37000.0,0.395
165691,M,1,employed,41497.0,0.307
165692,M,1,employed,59825.0,0.09
165693,M,0,employed,39204.0,0.631
165694,M,1,retired,18294.0,0.167
165695,M,1,employed,30989.0,0.342
165696,M,1,employed,27928.0,0.239
165697,F,0,student,0.0,0.107
165698,F,1,retired,32896.0,0.153
165699,M,0,employed,26007.0,0.442
165700,F,1,unemployed,19417.0,0.103
165701,M,0,employed,22133.0,0.4
165702,F,1,retired,31606.0,0.042
165703,M,1,employed,30504.0,0.14
165704,F,0,employed,73514.0,0.592
165705,F,0,retired,32470.0,0.22
165706,M,1,employed,52188.0,0.488
165707,M,1,employed,22034.0,0.574
165708,F,0,employed,38841.0,0.488
165709,M,1,employed,44679.0,0.582
165710,M,1,employed,34370.0,0.602
165711,F,1,employed,40839.0,0.289
165712,M,1,employed,24433.0,0.501
165713,M,0,student,6520.0,0.854
165714,F,0,employed,22992.0,0.146
165715,M,1,employed,134118.0,0.65
165716,M,1,employed,47610.0,0.643
165717,M,0,student,0.0,0.68
165718,F,0,unemployed,24654.0,0.201
165719,M,1,unemployed,25883.0,0.207
165720,F,0,student,3861.0,0.746
165721,F,0,retired,24756.0,0.038
165722,M,1,employed,28137.0,0.312
165723,M,1,employed,31240.0,0.077
165724,F,1,unemployed,20690.0,0.498
165725,F,0,retired,37615.0,0.073
165726,M,0,employed,23541.0,0.449
165727,M,1,employed,41706.0,0.521
165728,M,1,retired,37929.0,0.202
165729,F,0,student,0.0,0.577
165730,F,0,student,12121.0,0.77
165731,F,1,employed,103921.0,0.626
165732,F,0,employed,27124.0,0.318
165733,M,1,employed,206287.0,0.434
165734,M,1,employed,29683.0,0.566
165735,M,0,student,0.0,0.638
165736,M,0,employed,19538.0,0.126
165737,F,1,employed,26906.0,0.553
165738,F,0,unemployed,21513.0,0.063
165739,F,1,employed,53936.0,0.009
165740,M,0,student,0.0,0.688
165741,F,0,student,23251.0,0.065
165742,M,0,employed,89335.0,0.028
165743,M,0,employed,43479.0,0.661
165744,F,0,employed,41242.0,0.668
165745,M,1,employed,37088.0,0.435
165746,M,1,employed,84612.0,0.433
165747,F,1,unemployed,22536.0,0.106
165748,F,1,retired,27086.0,0.079
165749,M,1,employed,29681.0,0.715
165750,M,1,employed,44696.0,0.534
165751,M,1,unemployed,24484.0,0.407
165752,M,1,employed,43201.0,0.312
165753,M,1,unemployed,21081.0,0.58
165754,M,1,employed,20476.0,0.484
165755,F,1,retired,12179.0,0.208
165756,F,1,unemployed,0.0,0.648
165757,F,0,student,10753.0,0.548
165758,F,0,student,9214.0,0.718
165759,M,1,employed,17211.0,0.274
165760,F,0,student,11481.0,0.845
165761,M,0,employed,25169.0,0.576
165762,M,0,employed,9311.0,0.619
165763,F,0,student,5688.0,0.741
165764,M,1,employed,68383.0,0.354
165765,F,0,student,6463.0,0.601
165766,F,0,student,11672.0,0.042
165767,F,0,student,17365.0,0.69
165768,F,1,unemployed,20832.0,0.642
165769,F,0,student,3231.0,0.488
165770,F,1,employed,24919.0,0.395
165771,F,0,employed,22599.0,0.016
165772,M,1,employed,779604.0,0.458
