id,sex,married,employment,income,digital1
242006,M,0,employed,38142.0,0.255
242007,F,0,employed,35603.0,0.601
242008,M,1,unemployed,0.0,0.319
242009,M,1,employed,34129.0,0.57
242010,F,0,employed,1000000.0,0.256
242011,M,0,student,2714.0,0.333
242012,M,1,employed,20337.0,0.613
242013,F,1,retired,28254.0,0.117
242014,F,1,employed,42922.0,0.437
242015,M,0,student,4611.0,0.624
242016,F,1,employed,28992.0,0.096
242017,M,1,retired,17093.0,0.112
242018,M,0,employed,41156.0,0.468
242019,F,1,employed,47830.0,0.42
242020,M,0,student,0.0,0.563
242021,M,0,employed,42281.0,0.382
242022,M,1,employed,17963.0,0.424
242023,M,1,employed,16658.0,0.253
242024,M,1,employed,21854.0,0.45
242025,M,1,retired,34235.0,0.139
242026,F,1,retired,24534.0,0.048
242027,M,1,employed,42051.0,0.186
242028,M,1,student,5685.0,0.298
242029,M,1,unemployed,24517.0,0.546
242030,M,1,unemployed,27624.0,0.087
242031,M,0,employed,26800.0,0.689
242032,M,0,employed,23200.0,0.325
242033,M,1,employed,277466.0,0.091
242034,M,0,unemployed,21237.0,0.04
242035,M,1,employed,33259.0,0.541
242036,M,1,employed,1000000.0,0.369
242037,M,1,employed,554431.0,0.423
242038,M,0,unemployed,24342.0,0.282
242039,M,1,employed,28168.0,0.669
242040,F,0,retired,328199.0,0.153
242041,F,1,employed,23148.0,0.454
242042,F,0,employed,22204.0,0.585
242043,F,1,unemployed,19570.0,0.348
242044,M,1,unemployed,25376.0,0.056
242045,F,1,employed,22908.0,0.104
242046,F,0,retired,32483.0,0.115
242047,M,1,employed,30886.0,0.561
242048,M,1,employed,84264.0,0.548
242049,F,1,employed,69757.0,0.396
242050,F,0,retired,50198.0,0.205
242051,M,1,employed,42170.0,0.114
242052,F,1,employed,40817.0,0.485
242053,F,1,employed,20009.0,0.649
242054,F,0,employed,41135.0,0.143
242055,F,0,student,17088.0,0.875
242056,M,1,unemployed,24286.0,0.308
242057,M,1,employed,52094.0,0.587
242058,M,1,employed,21005.0,0.408
242059,M,1,unemployed,22328.0,0.485
242060,M,1,employed,23989.0,0.707
242061,F,1,employed,286666.0,0.291
242062,F,1,employed,21014.0,0.556
242063,M,1,retired,34111.0,0.18
242064,F,0,student,15052.0,0.233
242065,F,0,employed,52988.0,0.446
242066,M,1,employed,35583.0,0.356
242067,F,1,employed,20763.0,0.521
242068,F,1,employed,31153.0,0.155
242069,F,1,retired,22601.0,0.214
242070,M,0,student,9988.0,0.845
242071,F,0,retired,31444.0,0.113
242072,F,1,employed,22025.0,0.572
242073,M,0,student,0.0,0.296
242074,F,1,employed,26156.0,0.421
242075,M,0,employed,26981.0,0.233
242076,M,1,employed,34745.0,0.366
242077,F,1,retired,26269.0,0.155
242078,F,1,unemployed,20861.0,0.116
242079,F,1,retired,24453.0,0.136
242080,F,1,employed,28129.0,0.613
242081,M,0,student,6327.0,0.721
242082,M,1,retired,53313.0,0.109
242083,F,1,employed,17667.0,0.675
242084,M,1,retired,47705.0,0.207
242085,M,1,unemployed,25500.0,0.476
242086,M,0,unemployed,26609.0,0.629
242087,F,1,employed,28193.0,0.563
242088,M,1,employed,24403.0,0.146
242089,F,1,unemployed,19877.0,0.298
242090,M,0,employed,29358.0,0.565
242091,M,1,employed,18407.0,0.51
242092,F,1,retired,38837.0,0.151
242093,M,1,unemployed,24634.0,0.143
242094,F,1,unemployed,22790.0,0.525
242095,M,0,unemployed,24584.0,0.203
242096,F,0,employed,32063.0,0.313
242097,M,0,employed,23235.0,0.318
242098,F,1,employed,18140.0,0.596
242099,M,0,employed,15666.0,0.255
242100,M,0,student,16367.0,0.902
242101,M,0,student,0.0,0.829
242102,M,1,employed,28754.0,0.267
242103,F,0,student,0.0,0.057
242104,M,1,employed,38443.0,0.547
242105,M,0,student,11542.0,0.274
242106,F,0,retired,12439.0,0.07
242107,F,1,retired,16015.0,0.147
242108,M,0,employed,116038.0,0.355
242109,M,1,unemployed,25857.0,0.543
242110,F,1,employed,55779.0,0.593
242111,M,1,employed,36207.0,0.56
242112,M,0,employed,12787.0,0.429
242113,M,0,unemployed,23237.0,0.27
242114,M,1,retired,53662.0,0.004
242115,F,0,student,11397.0,0.499
242116,M,1,employed,25059.0,0.104
242117,F,1,employed,37867.0,0.457
242118,M,1,employed,57123.0,0.535
242119,M,1,employed,43637.0,0.732
242120,F,1,employed,20528.0,0.228
242121,M,0,student,0.0,0.541
242122,M,0,employed,35178.0,0.238
242123,F,1,employed,30640.0,0.457
242124,M,0,employed,130922.0,0.239
242125,M,1,unemployed,23459.0,0.143
242126,F,0,student,12721.0,0.488
242127,M,1,employed,55816.0,0.269
242128,M,0,unemployed,20134.0,0.616
242129,M,1,employed,30654.0,0.537
242130,F,1,employed,21894.0,0.649
242131,M,1,employed,26815.0,0.531
242132,F,0,student,10409.0,0.826
242133,F,0,student,8225.0,0.132
242134,M,1,employed,30143.0,0.661
242135,F,0,retired,35428.0,0.144
242136,M,1,employed,34328.0,0.135
242137,F,1,employed,18588.0,0.535
242138,M,0,employed,50029.0,0.316
242139,F,0,retired,14541.0,0.089
242140,F,0,employed,44610.0,0.512
242141,M,1,employed,47906.0,0.605
242142,M,1,employed,21844.0,0.587
242143,M,0,employed,81001.0,0.481
242144,F,0,employed,55797.0,0.379
242145,M,1,unemployed,25532.0,0.28
242146,F,0,retired,27902.0,0.002
242147,F,0,student,0.0,0.846
242148,F,1,employed,23476.0,0.601
242149,F,0,unemployed,0.0,0.635
242150,F,1,employed,34286.0,0.726
242151,M,1,employed,25866.0,0.62
242152,F,1,employed,16802.0,0.21
242153,M,0,student,16787.0,0.98
242154,F,1,employed,16061.0,0.545
242155,F,1,employed,68643.0,0.118
242156,M,1,employed,55817.0,0.246
242157,F,1,unemployed,20305.0,0.175
242158,F,1,retired,28521.0,0.098
242159,F,0,student,8304.0,0.143
242160,F,1,unemployed,21458.0,0.367
242161,M,0,employed,16194.0,0.718
242162,F,0,employed,33853.0,0.568
242163,M,1,retired,26411.0,0.168
242164,M,1,employed,13222.0,0.59
242165,F,0,student,20807.0,0.893
242166,M,0,employed,73858.0,0.033
242167,F,0,student,12248.0,0.762
242168,M,1,employed,35949.0,0.641
242169,M,0,student,17947.0,0.567
242170,F,1,unemployed,0.0,0.386
242171,M,1,employed,38042.0,0.481
242172,F,0,student,9506.0,0.78
242173,F,1,retired,26109.0,0.174
242174,M,1,employed,645789.0,0.121
242175,M,1,employed,33128.0,0.366
242176,M,1,employed,23130.0,0.215
242177,F,1,employed,16712.0,0.688
242178,F,0,employed,13338.0,0.327
242179,M,1,employed,22657.0,0.38
242180,F,1,unemployed,0.0,0.432
242181,M,1,unemployed,30018.0,0.526
242182,M,0,student,5434.0,0.463
242183,M,1,employed,86517.0,0.612
242184,M,0,employed,38036.0,0.111
242185,M,0,student,19369.0,0.503
242186,F,1,unemployed,19945.0,0.065
242187,F,1,retired,16067.0,0.24
242188,M,1,retired,29839.0,0.229
242189,M,0,employed,35194.0,0.537
242190,M,1,employed,59741.0,0.584
242191,M,1,employed,35363.0,0.182
242192,M,0,retired,26814.0,0.218
242193,M,1,retired,16325.0,0.053
242194,M,1,employed,72498.0,0.394
242195,M,1,retired,25487.0,0.043
242196,F,1,employed,29701.0,0.327
242197,M,0,student,0.0,0.715
242198,M,1,employed,37245.0,0.459
242199,F,1,employed,20168.0,0.278
242200,M,0,employed,17909.0,0.594
242201,F,1,employed,54472.0,0.585
242202,F,0,employed,54766.0,0.248
242203,M,1,unemployed,20043.0,0.619
242204,F,0,unemployed,25823.0,0.23
242205,M,1,employed,67819.0,0.191
242206,M,0,student,8576.0,0.78
242207,F,1,employed,16410.0,0.326
242208,M,1,employed,53105.0,0.367
242209,F,0,employed,18383.0,0.347
242210,F,1,unemployed,0.0,0.457
242211,F,1,employed,28697.0,0.407
242212,M,1,employed,51964.0,0.255
242213,M,1,employed,32472.0,0.629
242214,F,1,employed,19194.0,0.185
242215,F,1,unemployed,0.0,0.271
242216,M,0,employed,20046.0,0.168
242217,M,1,employed,29308.0,0.416
242218,M,1,employed,28253.0,0.354
242219,F,1,employed,18650.0,0.268
242220,M,0,employed,28580.0,0.51
242221,M,1,unemployed,0.0,0.411
242222,M,1,employed,23396.0,0.291
242223,M,1,employed,24587.0,0.5
242224,M,1,employed,25786.0,0.497
242225,F,0,student,0.0,0.488
242226,F,0,student,14982.0,0.339
242227,F,1,employed,29308.0,0.173
242228,M,1,retired,30965.0,0.242
242229,F,0,student,12306.0,0.172
242230,M,0,employed,43157.0,0.589
242231,F,1,unemployed,22137.0,0.56
242232,F,0,employed,28814.0,0.55
242233,F,0,retired,16641.0,0.006
242234,M,0,student,0.0,0.341
242235,M,1,employed,53585.0,0.472
242236,M,1,employed,23697.0,0.494
242237,F,0,student,7262.0,0.724
242238,M,1,unemployed,25458.0,0.662
242239,M,0,student,9052.0,0.575
242240,F,1,employed,37781.0,0.307
242241,F,0,student,2427.0,0.348
242242,F,0,student,11801.0,0.399
242243,M,1,retired,73919.0,0.134
242244,M,0,employed,26916.0,0.368
242245,F,1,student,0.0,0.77
242246,M,0,unemployed,0.0,0.367
242247,F,0,student,1869.0,0.648
242248,F,0,retired,21474.0,0.078
242249,F,0,student,6649.0,0.544
242250,F,1,retired,18901.0,0.204
242251,F,0,employed,15163.0,0.436
242252,M,1,retired,39247.0,0.13
242253,M,1,unemployed,22584.0,0.063
242254,M,0,student,10669.0,0.938
242255,M,1,employed,21343.0,0.313
242256,F,1,unemployed,21672.0,0.649
242257,F,0,student,2086.0,0.47
242258,M,0,student,14950.0,0.91
242259,M,1,unemployed,21257.0,0.323
242260,M,1,employed,37094.0,0.674
242261,F,1,employed,47429.0,0.511
242262,F,1,employed,140001.0,0.27
242263,M,0,student,0.0,0.128
242264,M,1,employed,24001.0,0.291
242265,M,0,employed,29445.0,0.146
242266,F,1,unemployed,21327.0,0.316
242267,M,0,employed,37790.0,0.23
242268,M,0,unemployed,27157.0,0.445
242269,F,1,employed,26752.0,0.235
242270,F,1,employed,36277.0,0.19
242271,M,1,retired,37859.0,0.187
242272,F,1,retired,13090.0,0.056
242273,M,0,student,12287.0,0.18
242274,F,1,employed,33765.0,0.511
242275,M,1,employed,20932.0,0.391
242276,M,0,student,22739.0,0.577
242277,F,1,employed,19465.0,0.267
242278,M,1,employed,312580.0,0.467
242279,M,1,employed,23257.0,0.379
242280,M,1,employed,30639.0,0.226
242281,F,1,retired,11530.0,0.108
242282,F,0,retired,21276.0,0.16
242283,F,0,employed,19275.0,0.451
242284,M,1,employed,31982.0,0.412
242285,M,0,employed,20662.0,0.462
242286,M,0,employed,34563.0,0.102
242287,M,1,employed,22186.0,0.202
242288,M,0,employed,26318.0,0.537
242289,F,1,retired,10693.0,0.143
242290,F,0,employed,23542.0,0.27
242291,F,1,employed,9843.0,0.267
242292,M,1,employed,49560.0,0.309
242293,M,1,employed,57159.0,0.479
242294,F,0,student,0.0,0.795
242295,F,1,unemployed,23344.0,0.372
242296,F,0,student,0.0,0.231
242297,M,1,employed,74192.0,0.589
242298,M,0,student,2869.0,0.433
242299,F,1,employed,64110.0,0.365
242300,F,0,student,7086.0,0.807
242301,M,1,employed,54911.0,0.61
242302,F,1,retired,14514.0,0.162
242303,F,0,student,3525.0,0.413
242304,F,1,employed,25694.0,0.561
242305,F,0,student,8426.0,0.73
242306,F,1,retired,37926.0,0.073
242307,F,1,unemployed,0.0,0.21
242308,M,0,employed,26733.0,0.19
242309,M,1,employed,54531.0,0.194
242310,M,0,employed,54826.0,0.415
242311,M,1,employed,44132.0,0.558
242312,M,1,employed,16798.0,0.271
242313,M,0,employed,29090.0,0.532
242314,M,1,retired,34448.0,0.242
242315,F,0,employed,16462.0,0.687
242316,M,0,employed,185786.0,0.509
242317,F,1,employed,23815.0,0.021
242318,M,1,employed,22147.0,0.636
242319,M,1,unemployed,29517.0,0.289
242320,F,0,employed,23398.0,0.473
242321,F,1,retired,22782.0,0.042
242322,F,1,employed,39072.0,0.258
242323,M,0,student,5729.0,0.477
242324,M,1,employed,35552.0,0.333
242325,F,1,unemployed,25582.0,0.491
242326,M,1,employed,18979.0,0.428
242327,M,1,retired,20524.0,0.252
242328,M,1,employed,24760.0,0.654
242329,M,1,employed,15531.0,0.711
242330,M,0,unemployed,27790.0,0.514
242331,F,1,retired,32161.0,0.001
242332,F,1,employed,30397.0,0.212
242333,F,1,unemployed,22510.0,0.034
242334,M,0,unemployed,24886.0,0.5
242335,F,1,retired,24906.0,0.265
242336,F,1,unemployed,22642.0,0.292
242337,M,0,student,0.0,0.555
242338,M,1,unemployed,23394.0,0.419
242339,M,0,employed,29586.0,0.545
242340,F,0,student,7613.0,0.414
242341,M,1,employed,20012.0,0.166
242342,M,0,retired,16403.0,0.101
242343,M,0,student,20316.0,0.749
242344,M,0,student,14386.0,0.208
242345,M,1,employed,46087.0,0.22
242346,F,0,employed,18742.0,0.587
242347,M,1,employed,32762.0,0.628
242348,M,1,retired,17727.0,0.176
242349,M,1,unemployed,0.0,0.367
242350,F,1,unemployed,19664.0,0.046
242351,M,1,employed,24196.0,0.418
242352,F,0,employed,28889.0,0.595
242353,M,1,retired,23637.0,0.234
242354,F,1,retired,49212.0,0.203
242355,F,1,unemployed,22197.0,0.583
242356,F,0,retired,25255.0,0.152
242357,M,1,employed,26562.0,0.598
242358,M,0,retired,36138.0,0.112
242359,M,1,employed,38017.0,0.151
242360,M,1,retired,47163.0,0.273
242361,M,1,employed,21576.0,0.404
242362,M,1,employed,276673.0,0.049
242363,M,1,employed,20854.0,0.573
242364,M,0,student,24833.0,0.152
242365,F,0,student,0.0,0.529
242366,F,1,employed,36333.0,0.436
242367,M,0,retired,35030.0,0.187
242368,M,1,employed,21766.0,0.381
242369,F,1,employed,29396.0,0.546
242370,M,1,employed,20422.0,0.043
242371,M,0,student,22901.0,0.467
242372,M,0,student,0.0,0.603
242373,M,1,employed,39601.0,0.123
242374,M,0,student,13631.0,0.82
242375,M,0,employed,48631.0,0.626
242376,M,0,employed,35293.0,0.33
242377,M,0,student,11837.0,0.432
242378,M,0,employed,42367.0,0.219
242379,F,0,student,3822.0,0.173
242380,F,1,employed,38184.0,0.109
242381,M,0,unemployed,24494.0,0.396
242382,M,0,employed,73022.0,0.373
242383,F,1,employed,11678.0,0.275
242384,F,0,employed,53057.0,0.141
242385,M,1,retired,157667.0,0.176
242386,M,0,student,6885.0,0.699
242387,F,1,employed,23496.0,0.497
242388,F,1,employed,109973.0,0.085
242389,M,1,employed,20348.0,0.536
242390,M,1,employed,17689.0,0.441
242391,F,0,employed,25744.0,0.335
242392,F,1,employed,569095.0,0.541
242393,F,1,employed,22461.0,0.367
242394,M,1,employed,23651.0,0.498
242395,M,1,employed,27545.0,0.688
242396,M,0,employed,21870.0,0.489
242397,M,0,unemployed,23166.0,0.435
242398,M,1,employed,24006.0,0.618
242399,F,1,retired,13707.0,0.065
242400,F,1,employed,14149.0,0.091
242401,M,1,employed,17511.0,0.612
242402,F,1,employed,29157.0,0.679
242403,F,1,employed,17495.0,0.079
242404,F,0,employed,67145.0,0.326
242405,F,1,employed,46274.0,0.687
242406,M,1,employed,35611.0,0.466
242407,F,1,employed,18864.0,0.004
242408,M,1,employed,20917.0,0.392
242409,F,1,unemployed,22283.0,0.29
242410,F,1,employed,34532.0,0.048
242411,F,1,employed,22244.0,0.657
242412,M,0,retired,50540.0,0.094
242413,M,1,student,3495.0,0.579
242414,M,1,employed,50601.0,0.563
242415,M,1,employed,33087.0,0.636
242416,F,1,employed,26049.0,0.109
242417,F,1,unemployed,20437.0,0.383
242418,M,1,employed,23451.0,0.195
242419,F,0,employed,40063.0,0.261
242420,M,1,retired,17942.0,0.126
242421,F,0,student,0.0,0.397
242422,M,1,employed,31993.0,0.586
242423,F,0,employed,22451.0,0.374
242424,F,0,retired,63091.0,0.216
242425,F,1,employed,20841.0,0.284
242426,M,1,employed,43248.0,0.356
242427,F,0,unemployed,22428.0,0.277
242428,F,0,unemployed,20468.0,0.563
242429,M,0,retired,28031.0,0.298
242430,M,0,student,0.0,0.08
242431,M,0,student,8584.0,0.061
242432,F,0,retired,29881.0,0.2
242433,M,0,student,170.0,0.985
242434,M,1,unemployed,24714.0,0.26
242435,M,1,employed,52869.0,0.431
242436,F,1,employed,17176.0,0.145
242437,M,0,retired,25459.0,0.18
242438,M,0,student,12698.0,0.921
242439,F,0,student,0.0,0.246
242440,M,1,employed,42383.0,0.553
242441,F,1,employed,23137.0,0.058
242442,F,0,unemployed,22876.0,0.664
242443,F,1,unemployed,0.0,0.381
242444,M,0,retired,16446.0,0.148
242445,F,0,employed,26357.0,0.528
242446,F,1,retired,70465.0,0.26
242447,F,1,employed,46822.0,0.304
242448,M,0,student,0.0,0.668
242449,F,0,retired,43921.0,0.138
242450,F,0,employed,47165.0,0.72
242451,M,1,employed,29008.0,0.571
242452,M,1,employed,52579.0,0.369
242453,M,0,unemployed,20382.0,0.089
242454,M,1,employed,135161.0,0.478
242455,M,1,employed,104372.0,0.269
242456,F,0,retired,21260.0,0.171
242457,F,0,employed,64515.0,0.157
242458,M,1,employed,43484.0,0.323
242459,F,1,employed,91224.0,0.443
242460,F,0,student,15769.0,0.154
242461,M,1,employed,23600.0,0.557
242462,F,0,employed,22078.0,0.29
242463,M,1,employed,30969.0,0.075
242464,M,1,unemployed,23722.0,0.455
242465,F,1,retired,15711.0,0.027
242466,M,0,student,7175.0,0.703
242467,F,1,employed,23513.0,0.141
242468,F,1,employed,24927.0,0.057
242469,M,0,unemployed,21797.0,0.371
242470,M,0,employed,37826.0,0.375
242471,F,1,employed,54285.0,0.479
242472,M,0,employed,37351.0,0.653
242473,M,1,retired,50411.0,0.293
242474,M,0,student,2789.0,0.985
242475,M,1,employed,31291.0,0.538
242476,F,1,retired,11157.0,0.125
242477,M,0,employed,20941.0,0.593
242478,F,1,retired,22271.0,0.23
242479,M,1,employed,24604.0,0.538
242480,F,1,employed,19315.0,0.658
242481,F,0,employed,24952.0,0.458
242482,M,1,employed,29722.0,0.494
242483,M,1,employed,27435.0,0.44
242484,M,1,unemployed,0.0,0.279
242485,M,1,employed,87472.0,0.369
242486,F,0,student,0.0,0.294
242487,F,1,employed,163759.0,0.318
242488,F,0,student,12461.0,0.81
242489,M,1,employed,32327.0,0.358
242490,M,1,student,22190.0,0.289
242491,M,0,student,11061.0,0.835
242492,F,1,employed,15620.0,0.313
242493,M,1,employed,20189.0,0.534
242494,M,1,employed,34376.0,0.365
242495,F,0,student,0.0,0.736
242496,M,1,retired,36488.0,0.156
242497,F,0,student,0.0,0.56
242498,M,0,employed,21437.0,0.602
242499,F,0,student,21586.0,0.548
242500,M,1,employed,16454.0,0.616
242501,M,1,employed,202092.0,0.386
242502,F,1,retired,25253.0,0.189
242503,M,0,student,10730.0,0.905
242504,F,1,unemployed,25269.0,0.586
242505,F,1,employed,22393.0,0.264
242506,M,1,employed,23461.0,0.367
242507,M,0,employed,353106.0,0.701
242508,M,1,employed,34889.0,0.399
242509,M,0,employed,23141.0,0.349
242510,F,1,unemployed,0.0,0.13
242511,M,1,employed,24289.0,0.272
242512,F,1,employed,36911.0,0.262
242513,M,1,employed,34103.0,0.418
242514,F,1,employed,22729.0,0.347
242515,F,1,retired,18042.0,0.064
242516,M,0,retired,48016.0,0.239
242517,F,1,unemployed,20935.0,0.337
242518,F,1,employed,38465.0,0.284
242519,M,1,unemployed,29087.0,0.263
242520,F,1,employed,260491.0,0.475
242521,F,1,employed,80286.0,0.5
242522,M,0,student,15144.0,0.946
242523,M,1,employed,48433.0,0.539
242524,M,1,employed,82808.0,0.46
242525,M,0,employed,41686.0,0.613
242526,F,1,employed,26304.0,0.512
242527,M,0,employed,37223.0,0.502
242528,F,1,retired,32418.0,0.172
242529,M,1,employed,30507.0,0.342
242530,F,0,employed,67775.0,0.417
242531,M,1,retired,28888.0,0.048
242532,M,0,employed,37295.0,0.451
242533,M,0,retired,17346.0,0.163
242534,F,1,employed,37204.0,0.052
242535,F,0,student,9271.0,0.303
242536,M,0,unemployed,0.0,0.56
242537,F,1,employed,18396.0,0.362
242538,F,1,employed,65279.0,0.491
242539,M,0,employed,29504.0,0.402
242540,M,1,employed,42267.0,0.054
242541,M,1,employed,65900.0,0.446
242542,M,1,employed,77259.0,0.488
242543,M,1,employed,22786.0,0.534
242544,M,0,unemployed,25765.0,0.176
242545,M,0,employed,53235.0,0.398
242546,M,1,employed,44279.0,0.532
242547,F,0,employed,41308.0,0.05
242548,F,1,retired,12728.0,0.105
242549,M,0,employed,36486.0,0.347
242550,F,0,unemployed,21531.0,0.117
242551,F,1,retired,66323.0,0.082
242552,M,1,employed,14020.0,0.379
242553,M,0,student,0.0,0.288
242554,F,0,student,0.0,0.475
242555,M,1,unemployed,25794.0,0.015
242556,M,1,retired,34706.0,0.047
242557,F,1,employed,25212.0,0.092
242558,M,0,student,7815.0,0.727
242559,F,0,student,3454.0,0.618
242560,F,0,student,11424.0,0.559
242561,M,0,employed,27061.0,0.236
242562,M,1,employed,26073.0,0.53
242563,M,0,employed,504789.0,0.271
242564,M,1,retired,40617.0,0.05
242565,M,1,retired,30672.0,0.042
242566,M,1,employed,39030.0,0.287
242567,M,0,employed,16218.0,0.183
242568,M,0,student,0.0,0.851
242569,M,1,employed,44826.0,0.443
242570,M,0,employed,181719.0,0.544
242571,M,0,employed,99969.0,0.551
242572,F,1,employed,31417.0,0.628
242573,M,1,retired,45418.0,0.202
242574,M,0,student,15015.0,0.431
242575,F,1,unemployed,25337.0,0.333
242576,M,0,student,0.0,0.337
242577,F,1,employed,19079.0,0.341
242578,M,0,unemployed,0.0,0.425
242579,M,1,employed,25831.0,0.5
242580,F,1,employed,23028.0,0.61
242581,M,1,employed,109399.0,0.533
242582,M,0,employed,1000000.0,0.54
242583,M,0,employed,12626.0,0.151
242584,M,0,employed,25335.0,0.216
242585,M,1,unemployed,25920.0,0.024
242586,M,1,employed,54967.0,0.386
242587,M,0,retired,41662.0,0.149
242588,F,0,student,2227.0,0.273
242589,M,1,employed,22232.0,0.454
242590,F,1,employed,21274.0,0.409
242591,F,1,unemployed,21159.0,0.522
242592,M,0,employed,57324.0,0.356
242593,M,0,employed,55608.0,0.077
242594,M,0,student,634.0,0.1
242595,M,1,employed,39972.0,0.409
242596,F,1,unemployed,0.0,0.122
242597,M,0,employed,29717.0,0.444
242598,M,0,employed,31611.0,0.503
242599,F,1,employed,46245.0,0.55
242600,M,0,employed,48492.0,0.518
242601,F,0,unemployed,19600.0,0.491
242602,F,0,employed,51347.0,0.359
242603,F,1,employed,40111.0,0.497
242604,M,1,unemployed,25857.0,0.691
242605,M,1,unemployed,23813.0,0.33
242606,M,0,employed,95326.0,0.611
242607,M,1,unemployed,28909.0,0.101
242608,M,1,employed,22103.0,0.408
242609,F,0,retired,38104.0,0.099
242610,M,1,employed,26672.0,0.288
242611,M,1,unemployed,26214.0,0.501
242612,F,1,unemployed,0.0,0.439
242613,M,1,unemployed,24670.0,0.035
242614,M,1,employed,53410.0,0.448
242615,M,1,unemployed,0.0,0.492
242616,M,0,unemployed,23622.0,0.507
242617,M,1,retired,20981.0,0.103
242618,F,1,retired,29378.0,0.111
242619,F,0,retired,27264.0,0.129
242620,M,1,employed,20953.0,0.153
242621,F,0,student,12983.0,0.284
242622,F,0,employed,17905.0,0.434
242623,M,1,unemployed,0.0,0.468
242624,F,0,employed,12625.0,0.216
242625,M,1,employed,50883.0,0.407
242626,F,1,employed,18150.0,0.613
242627,F,0,student,0.0,0.352
242628,F,1,unemployed,24808.0,0.175
242629,M,0,employed,38970.0,0.277
242630,M,1,employed,251471.0,0.124
242631,F,1,employed,16870.0,0.314
242632,M,0,employed,110579.0,0.505
242633,F,1,employed,20278.0,0.287
242634,M,1,employed,40183.0,0.353
242635,M,0,employed,20969.0,0.459
242636,F,1,retired,16156.0,0.273
242637,F,0,student,15713.0,0.337
242638,F,1,unemployed,23282.0,0.498
242639,M,0,unemployed,0.0,0.48
242640,F,0,employed,28084.0,0.388
242641,M,1,employed,23083.0,0.299
242642,M,1,employed,70616.0,0.615
242643,F,0,employed,37089.0,0.127
242644,M,0,student,7887.0,0.298
242645,F,0,student,0.0,0.061
242646,F,0,student,13774.0,0.836
242647,F,0,student,19205.0,0.001
242648,M,0,unemployed,25432.0,0.25
242649,F,0,student,12110.0,0.756
242650,M,1,employed,31170.0,0.232
242651,M,1,employed,32005.0,0.244
242652,F,1,employed,21556.0,0.358
242653,M,0,employed,21846.0,0.128
242654,F,1,employed,12706.0,0.219
242655,M,1,employed,22807.0,0.393
242656,M,0,student,12700.0,0.739
242657,M,1,unemployed,24967.0,0.061
242658,F,1,student,0.0,0.796
242659,F,0,unemployed,21229.0,0.489
242660,F,1,unemployed,22971.0,0.413
242661,F,1,employed,211099.0,0.58
242662,M,1,employed,27500.0,0.187
242663,M,1,unemployed,25516.0,0.43
242664,M,1,employed,27131.0,0.343
242665,F,1,unemployed,25069.0,0.344
242666,M,1,student,17673.0,0.814
242667,M,0,employed,87905.0,0.343
242668,F,1,student,0.0,0.378
242669,F,0,employed,59157.0,0.558
242670,M,0,student,2281.0,0.244
242671,M,0,retired,23384.0,0.19
242672,M,1,employed,44660.0,0.505
242673,M,1,employed,28148.0,0.597
242674,M,0,student,0.0,0.88
242675,M,0,employed,41702.0,0.4
242676,F,0,student,2173.0,0.553
242677,F,1,unemployed,24342.0,0.566
242678,M,1,employed,24257.0,0.151
242679,M,0,retired,27455.0,0.259
242680,M,0,unemployed,0.0,0.491
242681,F,1,employed,16523.0,0.124
242682,M,0,employed,22626.0,0.436
242683,M,1,employed,27691.0,0.564
242684,F,0,unemployed,0.0,0.31
242685,F,0,employed,61312.0,0.296
242686,M,1,student,0.0,0.67
242687,F,1,unemployed,24192.0,0.539
242688,F,1,employed,28169.0,0.493
242689,F,1,unemployed,0.0,0.166
242690,M,0,unemployed,24770.0,0.365
242691,M,0,employed,21633.0,0.273
242692,M,1,retired,42842.0,0.165
242693,M,1,employed,43053.0,0.271
242694,M,1,employed,11310.0,0.277
242695,M,1,employed,30577.0,0.604
242696,M,0,employed,27894.0,0.211
242697,M,1,retired,40490.0,0.245
242698,M,1,retired,45852.0,0.071
242699,F,1,unemployed,20025.0,0.539
242700,M,1,employed,25703.0,0.147
242701,M,0,student,5379.0,0.088
242702,F,0,employed,19194.0,0.304
242703,M,0,student,0.0,0.44
242704,M,1,retired,61339.0,0.131
242705,M,1,employed,48651.0,0.143
242706,F,0,employed,24301.0,0.613
242707,M,1,unemployed,25349.0,0.231
242708,M,1,employed,23188.0,0.318
242709,M,1,employed,47369.0,0.326
242710,F,1,employed,26572.0,0.569
242711,M,1,employed,19268.0,0.617
242712,M,0,student,10705.0,0.275
242713,F,1,unemployed,21887.0,0.281
242714,F,1,employed,49030.0,0.125
242715,F,1,unemployed,23252.0,0.5
242716,F,1,unemployed,22525.0,0.518
242717,F,1,retired,28173.0,0.248
242718,M,0,student,22369.0,0.095
242719,F,0,unemployed,0.0,0.385
242720,M,0,student,12634.0,0.925
242721,F,0,employed,19702.0,0.103
242722,F,1,employed,29099.0,0.035
242723,M,1,employed,30079.0,0.055
242724,M,0,employed,25890.0,0.336
242725,F,1,unemployed,23271.0,0.641
242726,F,0,student,9423.0,0.523
242727,M,1,retired,71395.0,0.178
242728,M,0,student,3862.0,0.713
242729,F,0,employed,28801.0,0.619
242730,M,0,employed,37920.0,0.124
242731,M,0,employed,50780.0,0.024
242732,M,0,employed,46301.0,0.197
242733,M,1,employed,32979.0,0.224
242734,M,1,employed,67845.0,0.508
242735,F,0,student,9844.0,0.659
242736,F,1,employed,50042.0,0.209
242737,M,0,student,2444.0,0.262
242738,F,1,employed,18565.0,0.341
