id,own,competing2,competing3,borrowertype,accepted,default,profit
137936,.1702625,.167013,.0846006,1,0,0,
137937,.293531,.3175217,.1163216,1,0,0,
137938,.6284001,,,1,1,1,-10000
137939,.1454135,.4281868,.0867761,3,0,0,
137940,.244296,.168794,.2237295,2,0,0,
137941,.122266,.090455,.0215575,3,0,0,
137942,.1987064,,.3688735,1,1,1,-10000
137943,.1173111,.23737,.0972511,2,0,0,
137944,.1664662,.1644266,.515006,1,1,0,1664.662
137945,.1667591,.2339533,.5659876,1,1,0,1667.591
137946,.211008,.245645,.4363011,3,1,0,2110.08
137947,.1755679,,.6319032,1,1,0,1755.678
137948,.187036,.1855132,.1451492,3,0,1,
137949,.1264137,.1644273,.1501822,2,1,0,1264.137
137950,.363356,.160763,,1,0,0,
137951,.3298096,.35898,.5238107,1,1,0,3298.096
137952,.2381909,,.1277913,1,0,0,
137953,.1242115,.2096362,.5060952,3,1,0,1242.115
137954,.2001988,.083764,.0679852,1,0,0,
137955,.186435,,,3,1,0,1864.349
137956,.1499836,.1855123,.098668,3,0,1,
137957,.214239,.228602,.1267079,1,0,0,
137958,.3206304,.4385027,,2,1,1,-10000
137959,.2046814,.267475,.2764458,1,1,0,2046.814
137960,.2549289,.4878427,.6164441,1,1,0,2549.289
137961,.1855857,.7620187,.2171103,2,1,1,-10000
137962,.218326,.086936,.1061309,2,0,0,
137963,.3420412,.1644216,.4672754,1,0,0,
137964,.1402774,.1855122,.1040696,2,0,0,
137965,.3179848,.118217,.1971561,3,0,0,
137966,.1566565,.6299669,.2990513,1,1,1,-10000
137967,.2552767,.394421,.2368407,3,0,0,
137968,.1967243,,.1492542,1,0,0,
137969,.9805611,,,3,1,0,9805.611
137970,.1998793,.7099013,.386863,2,1,0,1998.793
137971,.1840065,.179993,.874196,3,0,0,
137972,.1808698,.1644267,.164149,1,1,0,1808.698
137973,.4179277,.695231,.5233465,3,1,0,4179.277
137974,.1874898,.414545,,2,1,0,1874.898
137975,.2130282,.335228,.5240241,2,1,0,2130.282
137976,.2248514,.221885,.318082,2,0,0,
137977,.2119919,.9004362,.3011436,3,1,0,2119.919
137978,.1327757,.152193,.0555878,1,0,0,
137979,.2524422,,.22605,2,0,1,
137980,.6055191,,.4192643,2,0,0,
137981,.2267239,.115235,.2479177,3,0,0,
137982,.1917209,.09703,.1769258,3,0,0,
137983,.4234977,,.4926119,1,1,1,-10000
137984,.3087357,.252121,.2593203,2,0,1,
137985,.3154161,.2025205,.1729498,3,0,0,
137986,.2425949,.598185,.1323191,1,0,0,
137987,.2269216,.402309,.353256,3,1,0,2269.216
137988,.2140773,,.2285718,1,1,0,2140.773
137989,.1571085,.228602,.1265909,3,0,0,
137990,.1815998,.446349,.6912408,1,1,0,1815.998
137991,.195582,.1644214,.361086,2,0,0,
137992,.16255,.1792695,.2811687,3,1,0,1625.5
137993,.1457534,.1644261,.0547675,3,0,0,
137994,.3078312,.164425,.1282035,3,0,0,
137995,.2474369,.1855092,.6968523,2,0,0,
137996,.1451141,.6051936,.1019565,1,0,0,
137997,.3454303,.9059014,.3047618,2,0,0,
137998,.3521104,.1721918,.1236475,1,0,0,
137999,.118899,.102807,.0073368,2,0,0,
138000,.2010816,.6621829,.1757419,2,0,0,
138001,.3333245,.1644151,.3430949,1,0,0,
138002,.2904081,.320348,.5554635,3,1,0,2904.081
138003,.2340209,.231575,.1556291,1,0,0,
138004,.2025913,.163917,.1440377,2,0,0,
138005,.2109503,.132424,.1386269,3,0,0,
138006,.6935316,,.8465484,3,1,0,6935.316
138007,.2102785,.25973,.3154051,2,1,0,2102.785
138008,.5148693,.288173,.5231956,3,0,0,
138009,.1800328,,.1377281,2,0,0,
138010,.2044671,.8683209,.2208193,3,0,0,
138011,.3257717,.1722075,.2890422,3,0,0,
138012,.2340606,.5323302,.7611603,3,1,0,2340.606
138013,.1873608,.1855106,.4384545,3,0,0,
138014,.2137589,.204596,.3019456,2,0,0,
138015,.2016657,.1722078,.5142525,2,0,1,
138016,.195582,.1644245,.2087833,1,0,0,
138017,.1565582,.1855105,.0930527,1,0,0,
138018,.6377835,,.7650406,1,1,0,6377.835
138019,.164384,.189246,.1877028,2,1,0,1643.84
138020,.2355667,.3120315,.1534375,1,0,0,
138021,.2336891,,.4674161,3,1,1,-10000
138022,.241628,,.1077457,3,0,0,
138023,.1795262,.121067,.0425032,1,0,0,
138024,.3780369,.1855104,.2862203,2,0,0,
138025,.1595346,.4696319,.207655,3,1,0,1595.346
138026,.3043392,.729824,.5093064,2,1,0,3043.392
138027,.2118204,,.6057233,1,1,0,2118.204
138028,.2006001,,.3042552,1,1,0,2006.001
138029,.1336797,.1855121,.3157013,3,1,0,1336.797
138030,.9593672,,1,3,1,1,-10000
138031,.2707081,.6743742,.5300943,1,1,0,2707.081
138032,.1909475,.1855117,.2828228,3,0,0,
138033,.173683,,.1177004,3,0,0,
138034,.3093278,.218257,.2994044,1,0,0,
138035,.1814113,.305797,.7795634,1,1,0,1814.113
138036,.1281015,.164427,.0747396,3,0,0,
138037,.4276351,.6570338,.2860355,2,0,0,
138038,.1334367,.319842,.0646826,1,0,0,
138039,.1320276,.221264,.1211947,1,1,0,1320.276
138040,.2477838,,.157453,3,0,1,
138041,.1823781,.4538948,.1415053,2,0,0,
138042,.7685813,,,3,1,1,-10000
138043,.1683221,.1855125,.1150771,1,0,0,
138044,.2472814,.1855083,.1815012,1,0,1,
138045,.239363,.546853,.5483994,1,1,0,2393.63
138046,.1840065,.190707,.515006,1,1,0,1840.065
138047,.2623945,,.1806641,3,0,0,
138048,.2826612,.166663,.3525149,1,0,0,
138049,.4512183,.5762939,.5564615,1,1,0,4512.184
138050,.2868761,.6382744,.1487868,1,0,0,
138051,.3317163,.7496393,.5660669,3,1,0,3317.163
138052,.5254117,,.605932,1,1,1,-10000
138053,.1282296,.1820462,.0318503,1,0,0,
138054,.1826359,.5968702,.2816347,2,1,0,1826.359
138055,.1296006,.195829,.0425228,1,0,0,
138056,.2105772,.2769015,.0949136,1,0,0,
138057,.1399234,.2025227,.1174249,1,0,0,
138058,.1379048,.202523,.1205502,1,1,0,1379.048
138059,.24205,,.2925102,1,1,0,2420.5
138060,.1564551,.198438,.1497599,1,1,0,1564.551
138061,.2038624,.2668189,.3397513,1,1,0,2038.624
138062,.351497,.1855138,.3111402,3,0,1,
138063,.2414612,,.0921295,2,0,1,
138064,.2716213,,.7857844,3,1,0,2716.213
138065,.94279,,.4465714,3,0,1,
138066,.2030201,.1792672,.1749969,1,0,0,
138067,.1973517,.3763532,.8986992,3,1,0,1973.517
138068,.1467303,.2693661,.0699642,3,0,0,
138069,.2366004,.431827,.3492134,3,1,0,2366.004
138070,.3004607,.274636,.0839012,2,0,0,
138071,.1970425,.6482383,.4038252,1,1,0,1970.425
138072,.2251987,.5228152,.2559347,2,1,1,-10000
138073,.3032603,.1855104,.4467129,2,0,0,
138074,.1645599,,.1168054,1,0,0,
138075,.2042981,,.1386711,3,0,0,
138076,.1463387,.6185449,.5105373,1,1,0,1463.387
138077,.3995905,,.3572543,3,0,0,
138078,.2216292,.5918877,.3820922,1,1,1,-10000
138079,.5790416,.377762,.7275618,2,0,0,
138080,.3380998,.138908,.3190833,2,0,0,
138081,.3363681,,.2400559,3,0,0,
138082,.5914423,.364141,,3,0,0,
138083,.1785715,.698137,.1517777,1,0,0,
138084,.166742,.1528038,.3870886,3,0,0,
138085,.1685035,.1792662,.1163816,3,0,0,
138086,.2079591,.1644224,.2387513,1,0,0,
138087,.1873704,.1644223,.1537486,1,0,0,
138088,.1358737,.1644246,.0899483,1,0,0,
138089,.1564955,.214028,.2701328,1,1,0,1564.955
138090,.1670144,.1644271,.0142902,3,0,0,
138091,.4725656,.6503484,,2,1,0,4725.656
138092,.1862586,.2025148,.1819535,3,0,0,
138093,.2311192,,.2583772,3,1,0,2311.192
138094,.1800661,.1644239,.2287478,1,1,0,1800.661
138095,.1640347,,.2991627,2,1,1,-10000
138096,.2696109,,.178028,1,0,0,
138097,.3174858,.189137,.3317363,3,0,0,
138098,.4228168,.406865,.6295992,3,0,1,
138099,.3325885,.145331,.4971706,1,0,0,
138100,.1388848,.278044,.1224446,1,1,0,1388.848
138101,.2638873,,.0985806,2,0,0,
138102,.1305447,.1644262,.4107577,3,1,0,1305.447
138103,.7049159,,,3,1,0,7049.159
138104,.2079591,.211506,.4304294,1,1,1,-10000
138105,.3086407,.1644249,.1394312,1,0,1,
138106,.2048419,.6656248,.2121723,1,1,0,2048.419
138107,.2046217,.193387,.34156,3,0,0,
138108,.1540628,.6778179,.1561541,3,0,1,
138109,.1830077,.5275978,.8846716,3,1,0,1830.077
138110,.2993263,.21241,.4547816,1,0,0,
138111,.1258247,.216421,.1744694,3,1,0,1258.247
138112,.1907961,,,3,1,0,1907.961
138113,.2213673,.6817358,.0974468,1,0,0,
138114,.2141913,,.3178844,2,1,0,2141.913
138115,.1969503,.1855063,.4024257,2,0,0,
138116,.1400389,.1644256,.1209949,2,0,0,
138117,.3192837,.9166912,.322483,2,1,0,3192.837
138118,.3377161,.205038,.4465714,2,0,0,
138119,.1207846,.173819,.1261111,2,1,0,1207.846
138120,.2044971,.379014,.4547816,2,1,0,2044.971
138121,.6550208,,,2,1,0,6550.208
138122,.301826,.284327,.2170501,1,0,0,
138123,.2230952,.297104,.4140701,3,1,0,2230.952
138124,.1485144,.1855129,.0938993,1,0,0,
138125,.2117438,.2025187,.2355122,3,0,0,
138126,.1856452,.1527886,.5377569,1,0,0,
138127,.1432075,.149851,.1544641,3,0,0,
138128,.1896635,.4771474,.12336,1,0,0,
138129,.2326384,.1644263,.2990513,3,0,0,
138130,.2351111,.505442,.1653854,1,0,0,
138131,.4470959,.418912,.2511274,1,0,0,
138132,.1646417,.1580077,.1973728,2,0,0,
138133,.4161245,.571298,.2996811,2,0,1,
138134,.9724729,,.41843,3,0,0,
138135,.306988,.141462,.2833694,1,0,0,
138136,.2525631,.584511,.2419182,1,1,0,2525.632
138137,.2046555,.215038,.7733859,1,1,0,2046.555
138138,.2046814,,.1451688,2,0,1,
138139,.4081736,,.1008417,2,0,0,
138140,.1371783,.3026027,.3123368,3,1,0,1371.783
138141,.195582,.6411059,.1315581,1,0,0,
138142,.2209622,.9294038,,2,1,0,2209.622
138143,.1424314,.104493,.0860093,3,0,0,
138144,.1237505,.2441745,.1067031,2,0,0,
138145,.2469814,,.1738124,1,0,0,
138146,.2252908,,.2155573,2,0,0,
138147,.2026418,,.5395378,3,1,0,2026.418
138148,.3514006,,.090963,1,0,1,
138149,.310924,.237864,.5081142,3,0,0,
138150,.2121045,.627849,.626717,3,1,0,2121.045
138151,.1833494,.1792651,.1057405,3,0,1,
138152,.1883518,.185508,.2077118,2,0,0,
138153,.1620045,.2025218,.1071935,2,0,0,
138154,.2118204,,.2078288,2,0,0,
138155,.2240224,,.2210808,2,0,0,
138156,.380384,.1855089,.2638655,1,0,0,
138157,.4469146,,.2061951,3,0,1,
138158,.923214,.868988,1,2,0,1,
138159,.3192518,.747037,.1744896,3,0,0,
138160,.1890145,.216593,.1838304,2,0,0,
138161,.2503508,.1644269,.322483,3,0,1,
138162,.1426543,.179267,.0954176,1,0,0,
138163,.5174063,.307344,.6156658,1,0,0,
138164,.1700248,.274759,.1070669,1,0,0,
138165,.2644819,.208699,,3,0,0,
138166,.1830334,.1696927,.0151394,2,0,0,
138167,.2473212,.165241,.2198329,3,0,0,
138168,.2040034,.155532,.1090919,1,0,0,
138169,.4421481,,.3308939,3,0,0,
138170,.2351075,.326744,.2533007,2,1,0,2351.075
138171,.1840365,.1644195,.1780037,1,1,0,1840.365
138172,.2704403,,.1248064,1,0,0,
138173,.3701951,.8834637,.1447236,1,0,0,
138174,.1961244,.4101807,,3,1,0,1961.244
138175,.4348579,,.5599642,1,1,1,-10000
138176,.2087128,.247362,.2133707,3,0,0,
138177,.637872,.354415,,3,0,0,
138178,.1971125,.385542,.3846399,3,1,0,1971.125
138179,.3144995,,.2691422,1,0,0,
138180,.2010856,.2025208,.2856172,2,0,0,
138181,.2614107,.494953,.8305942,1,1,1,-10000
138182,.1415446,.4113485,.1912872,1,1,1,-10000
138183,.1684295,.4086941,.0950249,2,0,0,
138184,.2556647,,.2392187,2,0,0,
138185,.5652825,.273077,.5242858,3,0,1,
138186,.1301318,.1644248,.0972511,1,0,0,
138187,.3849477,,.3665419,1,1,0,3849.477
138188,.1212122,.1855146,.0230645,3,0,0,
138189,.194475,.264554,.637123,3,1,0,1944.75
138190,.1976962,.1792612,.2182237,3,0,0,
138191,.3783837,.476073,.2280733,3,0,0,
138192,.200055,.1855133,.0676316,2,0,0,
138193,.2110123,.1855132,.077954,3,0,0,
138194,.5803244,,.5171113,2,0,1,
138195,.1727167,.1855116,.2121723,2,0,0,
138196,.1800949,,.8916592,3,1,0,1800.949
138197,.1889704,.1644256,.4506648,2,0,0,
138198,.3390696,.4941836,.1455899,3,0,0,
138199,.6539208,,.8036263,1,1,0,6539.208
138200,.1816255,.236978,.515006,2,1,1,-10000
138201,.3364675,.275227,.1566708,3,0,0,
138202,.2388926,,.267,1,1,0,2388.926
138203,.1478261,.12624,.1044551,2,0,0,
138204,.1686335,.2775207,.4344306,2,1,0,1686.335
138205,.2320673,.2025213,.2008341,1,0,0,
138206,.1681329,.170081,.1135003,3,0,0,
138207,.3552543,,.3369487,2,0,0,
138208,.2000053,.2025176,.2246412,3,1,0,2000.053
138209,.6361805,,.8759511,1,1,0,6361.805
138210,.3319853,.8106537,,3,1,0,3319.853
138211,.1981252,.320318,.1487868,2,0,0,
138212,.1157577,.1823449,.1285857,1,1,0,1157.577
138213,.1886525,.194177,,2,0,0,
138214,.1292745,.1644264,.1034521,3,0,0,
138215,.1694802,.185514,.2445012,1,1,0,1694.802
138216,.2518383,.769512,.3014049,1,1,0,2518.383
138217,.1520614,.2668189,.1043246,1,0,0,
138218,.2338738,.137383,.2427319,2,0,1,
138219,.330963,.120086,.4042494,3,0,1,
138220,.3358206,,.2764458,1,0,0,
138221,.1635122,.111461,.0397587,2,0,0,
138222,.192929,,.2764458,3,1,0,1929.29
138223,.5348241,.6502013,.4593292,1,0,0,
138224,.1338393,.1644252,.0976566,3,0,0,
138225,.5517253,.670574,.8509036,1,1,0,5517.253
138226,.287994,.124265,.1307395,3,0,0,
138227,.3259538,,.222089,2,0,1,
138228,.1738245,.3565586,.2732814,3,1,0,1738.245
138229,.347136,,.2734558,2,0,0,
138230,.1666992,.6982281,.0976915,2,0,0,
138231,.1405286,.1644265,.157051,3,0,0,
138232,.2141913,.1855123,.6319032,1,0,0,
138233,.1990421,.1792673,.0746803,1,0,0,
138234,.4415975,,.1941631,2,0,1,
138235,.782388,,.4661591,3,0,1,
138236,.1665032,.1528111,.3162347,3,0,0,
138237,.373409,.466683,.2487721,2,0,0,
138238,.1863473,.185511,.1473518,1,0,0,
138239,.1172862,.080536,.1462217,1,0,0,
138240,.3487701,.213169,.4438495,1,0,1,
138241,.1395721,.1644251,.0888947,2,0,0,
138242,.1709633,.8232096,.1211947,3,0,0,
138243,.4256293,.57989,.1407607,3,0,0,
138244,.3938823,.297576,,1,0,1,
138245,.1893677,.206599,.3720135,2,0,0,
138246,.1902152,.328256,.3267997,2,1,0,1902.152
138247,.2261269,,.1907545,2,0,0,
138248,.5852685,,.8656937,1,1,1,-10000
138249,.2855544,.6299669,.144524,3,0,1,
138250,.1878017,.7372006,.3063957,3,1,0,1878.017
138251,.1985068,.278397,.1276689,1,0,0,
138252,.1880871,.4670087,.1318024,1,0,0,
138253,.3601815,,.1660542,2,0,0,
138254,.2046814,.5437717,.1270131,2,0,0,
138255,.4301164,.9752041,.4660137,3,1,0,4301.164
138256,.1832625,.202451,.2272067,3,1,0,1832.625
138257,.1915736,.137688,.2036485,1,0,0,
138258,.2057426,.1644265,,3,0,0,
138259,.1207064,.2025236,.0475222,2,0,0,
138260,.1316601,.179269,.2384939,2,1,0,1316.601
138261,.2270874,.417678,,3,1,0,2270.874
138262,.2438993,,.1748293,1,0,1,
138263,.184693,.172119,.4425014,1,1,0,1846.93
138264,.2274425,.6382744,.1334341,3,0,0,
138265,.1211715,.253201,.0280182,2,0,0,
138266,.1744654,.1855131,.1024462,2,0,0,
138267,.1671267,.1644232,.1072261,3,0,0,
138268,.167795,.42055,.2860355,1,1,0,1677.95
138269,.5657039,,,1,1,1,-10000
138270,.2574909,.1855074,.1696359,3,0,0,
138271,.4253582,,.123197,1,0,0,
138272,.4450734,.328894,.5876029,2,0,0,
138273,.341184,.7622609,.2284252,2,0,0,
138274,.3380081,.210156,.1013269,1,0,0,
138275,.174171,.1644247,.1574849,2,0,0,
138276,.2371989,,.1090919,2,0,0,
138277,.1349251,.164498,.1036369,3,0,0,
138278,.1899546,.6901371,.4224908,3,1,0,1899.546
138279,.333257,,.3386037,2,1,0,3332.57
138280,.1830077,,.1768964,2,0,0,
138281,.3449542,.1792671,,3,0,0,
138282,.2083905,.183846,.3978008,1,0,0,
138283,.6337668,.893757,,1,1,1,-10000
138284,.1594926,.1644246,.1097476,2,0,0,
138285,.2538096,.22307,.4431588,3,0,0,
138286,.1510963,.1855143,.0949136,1,0,0,
138287,.2939484,.185514,.4068889,2,0,0,
138288,.5557889,.9519385,.9201407,3,1,0,5557.889
138289,.1460523,.5959833,.1880469,3,1,0,1460.523
138290,.2055939,.198884,.2283242,3,0,0,
138291,.2089947,.1855103,.223353,2,0,0,
138292,.1724517,.1792692,.1955887,2,0,0,
138293,.1342956,.104702,.0820183,3,0,0,
138294,.2282405,.1722014,.147024,1,0,0,
138295,.2507209,.1855101,.344155,1,0,0,
138296,.2123291,.1792673,.1335484,2,0,1,
138297,.3377945,.5693499,.2051532,1,0,1,
138298,.3510047,.7449899,.267,1,0,0,
138299,.1343668,.2206364,.3944105,2,1,0,1343.668
138300,.2823526,,.129684,2,0,1,
138301,.184828,,,3,1,1,-10000
138302,.422364,.9547786,.4874756,3,1,0,4223.64
138303,.3498128,,.154977,2,0,0,
138304,.4479667,.271565,.4235051,1,0,1,
138305,.2083905,.2025161,.1227408,3,0,0,
138306,.3743059,.271845,.4254305,3,0,0,
138307,.1314837,.140692,.1774972,1,1,0,1314.837
138308,.1916899,.1644253,.2051532,3,0,0,
138309,.2603248,.2025204,.2536238,3,0,0,
138310,.6539719,,.6936728,3,1,0,6539.719
138311,.1812912,.2025185,.1297108,2,0,0,
138312,.2535602,.527035,.5105373,2,1,0,2535.603
138313,.2917049,.191331,.3535546,1,0,1,
138314,.5463877,,.4516931,1,0,0,
138315,.1645057,.1528082,.0438066,3,0,0,
138316,.1317168,.1644241,.1712393,1,1,0,1317.168
138317,.1663609,.152814,.1211947,2,0,0,
138318,.4222322,.543333,.1957543,3,0,0,
138319,.2210368,.1792683,.1217308,3,0,0,
138320,.203248,.6448345,.074322,2,0,1,
138321,.2638229,.581042,,3,1,0,2638.229
138322,.184758,.1644265,.3198133,1,0,1,
138323,.2103249,.7622609,.4799883,2,1,0,2103.249
138324,.9751551,,,2,1,1,-10000
138325,.2565269,,.3086435,2,1,1,-10000
138326,.2281334,.1855092,.258045,1,0,0,
138327,.1784235,.2974027,.1024706,3,0,0,
138328,.2088866,.9166912,.1907451,2,0,0,
138329,.1258117,.192728,.1645674,1,1,0,1258.116
138330,.1792715,.3307,.0591037,2,0,0,
138331,.3111482,.106722,.1174721,2,0,0,
138332,.2304694,,.5620579,1,1,1,-10000
138333,.3873041,,,3,1,0,3873.041
138334,.1894204,.1722064,.206789,2,0,0,
138335,.1577725,.183332,.0698523,1,0,0,
138336,.4562466,,.3857213,2,0,1,
138337,.2039705,.1792645,.2796263,1,0,0,
138338,.2077024,.4256503,.1339917,2,0,0,
138339,.1647321,.1528162,.155313,1,1,0,1647.321
138340,.2180725,.257647,.4264507,1,1,0,2180.725
138341,.2130389,.1855095,.1735793,3,0,0,
138342,.6317552,,.8297732,1,1,1,-10000
138343,.3164277,.6450447,.1243826,1,0,0,
138344,.2029671,.164426,.2701328,1,0,0,
138345,.1221337,.30161,.1087686,1,1,0,1221.337
138346,.1985929,.6383904,.1891653,3,0,0,
138347,.2209226,.224175,.1114538,2,0,0,
138348,.1979254,.201441,.337133,2,0,0,
138349,.2890002,.1518171,.177876,2,0,0,
138350,.1826745,,.7491038,3,1,0,1826.745
138351,.2064247,.181458,.2514459,1,0,0,
138352,.4227005,.7133053,.1808619,1,0,0,
138353,.3058819,.1792696,.2732814,3,0,0,
138354,.1339906,.096435,.4547816,2,0,0,
138355,.1613184,.1792673,.154688,1,1,0,1613.184
138356,.1335943,.2207378,.062612,2,0,0,
138357,.1192738,.241097,.0881824,1,0,0,
138358,.2782059,,.201754,3,0,0,
138359,.2336722,.259932,.2650586,1,1,0,2336.722
138360,.2134607,.1528104,.1385082,1,0,0,
138361,.2068183,.172408,.1285857,2,0,0,
138362,.159978,.13902,.1490671,1,0,0,
138363,.3429601,.6132323,,1,1,0,3429.602
138364,.3447643,.1722027,.1563522,2,0,0,
138365,.1367265,.100782,.1428783,2,0,0,
138366,.1940824,.221332,.1663771,3,0,0,
138367,.3569555,,.2906463,1,0,0,
138368,.2392513,,.047929,1,0,0,
138369,.1691953,.2412817,.1672597,2,0,0,
138370,.3169854,.1644235,.0972511,3,0,0,
138371,.4442032,,.6215641,1,1,1,-10000
138372,.6094558,,1,2,1,1,-10000
138373,.2123554,,.2809553,2,1,0,2123.554
138374,.3958548,,.335743,1,0,0,
138375,.6015488,,.6774883,2,1,0,6015.488
138376,.109688,.1644267,.0896992,2,0,0,
138377,.21045,.244043,.4929262,2,1,0,2104.5
138378,.1365395,.1644258,.1897089,1,1,0,1365.395
138379,.2034819,.4975535,.1927515,1,1,0,2034.819
138380,.2395906,,.8438175,3,1,0,2395.906
138381,.3284111,.3399,.4146674,1,1,0,3284.111
138382,.1876781,.1855091,.1815012,3,0,0,
138383,.1907496,.288783,.0800967,2,0,0,
138384,.1655703,.2179114,.0102661,3,0,0,
138385,.4401194,,.6319032,1,1,0,4401.194
138386,.2053703,.300825,.1479501,2,0,0,
138387,.4387044,,,2,1,0,4387.044
138388,.2421513,.670084,.6057233,2,1,0,2421.513
138389,.331825,.1721372,.2360295,2,0,1,
138390,.2259121,,.193477,2,0,0,
138391,.1868765,.8648458,.1185102,2,0,0,
138392,.361168,,.2635713,2,0,1,
138393,.1936907,.1644236,.1593135,3,0,0,
138394,.3530779,.1855083,.2157844,2,0,0,
138395,.2641688,.198751,.1940262,2,0,0,
138396,.1965389,.164422,.9201407,3,0,0,
138397,.3560957,.229734,.1700118,2,0,0,
138398,.6537095,,,1,1,0,6537.095
138399,.5521622,,.8223053,2,1,1,-10000
138400,.1144122,.0710881,.0070001,1,0,0,
138401,.1686052,.229909,,3,1,0,1686.052
138402,.1569979,.219989,.5952871,3,1,0,1569.979
138403,.1567766,.151138,.0922162,1,0,0,
138404,.1542622,.6051936,.1474763,1,1,0,1542.622
138405,.2318864,.5842909,.3248873,3,1,0,2318.864
138406,.1209852,.1855137,.0328795,2,0,0,
138407,.6098596,,.4052685,3,0,0,
138408,.4480291,,.709449,1,1,0,4480.291
138409,.79063,,.734507,3,0,1,
138410,.2986379,,.1569097,3,0,0,
138411,.2950037,.113542,.1179026,1,0,0,
138412,.1697297,.1644251,.0975268,1,0,0,
138413,.2335088,,.3657254,1,1,0,2335.088
138414,.5544374,,,2,1,0,5544.374
138415,.2372496,.234106,.2887589,1,1,0,2372.496
138416,.2317713,.226318,.1505594,3,0,0,
138417,.2457073,.234873,,3,0,0,
138418,.353321,,.4044701,3,1,1,-10000
138419,.1391619,.5227678,.0565985,3,0,0,
138420,.3139939,.205558,.5805,3,0,1,
138421,.1200808,.2025234,.0566667,1,0,0,
138422,.2322377,.419957,.4309079,1,1,0,2322.377
138423,.1846986,.158578,.1496348,1,0,1,
138424,.1701965,.165883,.34326,2,0,0,
138425,.1548106,.1855131,.233811,3,1,0,1548.106
138426,.1983643,.5109395,.1044482,2,0,0,
138427,.2019211,.5126113,.2046874,2,1,0,2019.211
138428,.3637641,.264634,.9201407,3,0,0,
138429,.1402248,.2025232,.2414902,1,1,0,1402.248
138430,.1818827,.1792675,.2755705,2,0,0,
138431,.1770642,.4941836,.0333299,2,0,0,
138432,.2962328,,.7196802,3,1,0,2962.328
138433,.4361353,,.267,3,0,0,
138434,.4161245,,.1451674,3,0,1,
138435,.2611482,.1404402,.2261769,3,0,1,
138436,.1326894,.16902,.0852266,3,0,0,
138437,.2008902,,.2569636,1,1,0,2008.902
138438,.1426319,.1792697,.0658478,2,0,0,
138439,.2279547,.2025203,.2064762,3,0,0,
138440,.3243563,,.2193046,1,0,0,
138441,.2645479,.119843,.2699822,2,0,0,
138442,.2920379,.1644248,.3227112,2,0,0,
138443,.1446728,.235254,.078433,3,0,0,
138444,.1610271,.163809,.3390662,3,1,1,-10000
138445,.1967075,.1855068,.3579541,3,0,0,
138446,.1850068,,.2642083,1,1,0,1850.068
138447,.3197877,,.7611603,1,1,1,-10000
138448,.1500344,.6817358,.1139011,3,0,0,
138449,.1967203,.2025158,.6012785,2,0,0,
138450,.5542774,,,3,1,1,-10000
138451,.2095832,.1792615,.3443472,2,0,0,
138452,.2043929,,.7672517,1,1,0,2043.929
138453,.1857192,.1792675,.1307796,1,0,0,
138454,.2425949,,.5660663,3,1,0,2425.949
138455,.1604519,.158835,.1141488,3,0,0,
138456,.1797327,.8839526,.6637368,2,1,0,1797.327
138457,.1808754,.25221,.1572177,1,0,0,
138458,.2302864,.1644265,.1601648,2,0,0,
138459,.5803298,.400516,.8175154,1,0,1,
138460,.2241608,.1644274,.2266538,1,0,0,
138461,.1570833,.1792654,.1881916,1,1,0,1570.833
138462,.1679248,.1644261,.3259005,2,0,0,
138463,.1639822,.15513,,3,0,0,
138464,.9020327,,1,1,1,1,-10000
138465,.1185155,.1792683,.5952871,1,1,0,1185.155
138466,.2687386,.3220756,.1000711,2,0,0,
138467,.211198,.181538,.2194454,1,0,0,
138468,.219126,.5042374,,1,1,0,2191.26
138469,.2047046,.260222,.7231796,2,1,0,2047.046
138470,.3961655,.6129827,.6746292,1,1,0,3961.656
138471,.2586368,,.405448,1,1,1,-10000
138472,.2456507,.259232,.4064712,2,0,1,
138473,.1856451,.2025164,.2356738,2,0,0,
138474,.6793178,,,1,1,1,-10000
138475,.3448562,.1580227,.0354082,3,0,0,
138476,.1821078,.168711,.1735823,3,0,0,
138477,.1902152,.6621829,.2182237,3,1,0,1902.152
138478,.1084143,.126109,.0688221,3,0,0,
138479,.8888113,,.6746292,3,0,0,
138480,.3095471,.6088944,.8640184,3,1,0,3095.471
138481,.6325732,,.509506,3,0,0,
138482,.252202,.191717,.1163216,1,0,0,
138483,.1600217,.172207,.098683,2,0,0,
138484,.3523839,.4752171,.2602026,2,0,0,
138485,.5881914,.349335,.8215318,3,0,0,
138486,.202877,,.255399,2,1,0,2028.77
138487,.2155779,.162582,.7387264,2,0,1,
138488,.6643469,,,3,1,0,6643.469
138489,.2978008,.484808,.2301363,1,0,0,
138490,.1965775,.4482526,.1877715,1,1,0,1965.775
138491,.1398679,.137439,.2265105,3,0,0,
138492,.5311778,.332102,.4380521,2,0,1,
138493,.2226823,.1644261,.6968523,2,0,0,
138494,.191519,.2008414,.2036485,1,1,0,1915.19
138495,.5419049,,,2,1,0,5419.049
138496,.288244,.9423204,.2073503,1,0,0,
138497,.2041624,.265241,.2453675,2,1,0,2041.624
138498,.1604667,.1722061,.0631831,3,0,0,
138499,.528775,.301917,.4209636,3,0,0,
138500,.3816234,,.2072111,2,0,1,
138501,.2467591,,.4068889,1,1,0,2467.592
138502,.2117242,,.1353475,2,0,0,
138503,.145383,.1792679,.0797785,3,0,0,
138504,.2103116,.117811,.1320806,2,0,0,
